agent_name,ability_used,match_map,title,link
,,,,
killjoy,Nanoswarm,split,Mid Top To Attacker Side Spawn Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-split-def-amain-atower-nanoswarm.mp4
,,,,
killjoy,Alarmbot,split,Mid Vents Alarmbot,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-split-atk-vents-midtop-alarmbot.mp4
,,,,
killjoy,Nanoswarm,split,Back Right Inner B Site Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-split-atk-backrightbsite-blobby-nanoswarm.mp4
,,,,
killjoy,Alarmbot,split,A Rafters%2FA Tower Alarmbot,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-split-atk-arafters-arafters-alarmbot.mp4
,,,,
killjoy,Alarmbot,split,Lower A Sewers Alarmbot,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-split-atk-asewers-asewers-alarmbot.mp4
,,,,
killjoy,Nanoswarm,split,A Lobby To A Site Default Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-split-atk-adefault-alobby-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,split,A Lobby To Back Left Inner A Site Corner Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-split-atk-backasite-alobby-nanoswarm.mp4
,,,,
viper,Toxic Screen,haven,A Site to Mid Toxic Screen,https://blitz-cdn-videos.blitz.gg/valorant/guides/viper-haven-def-asite-mid-toxicscreen.mp4
,,,,
viper,Toxic Screen,bind,B Elbow to B Garden Toxic Screen,https://blitz-cdn-videos.blitz.gg/valorant/guides/viper-bind-def-belbow-blong-toxicscreen.mp4
,,,,
viper,Toxic Screen,bind,A Site to B Site Toxic Screen,https://blitz-cdn-videos.blitz.gg/valorant/guides/viper-bind-def-asite-bsite-toxicscreen.mp4
,,,,
breach,Flashpoint,split,B Main to B Site Flashpoint,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-split-atk-bmain-bsite-flashpoint.mp4
,,,,
breach,Aftershock,split,B Main to B Site Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-split-atk-bmain-bsite-aftershock.mp4
,,,,
breach,Aftershock,split,B Main to B Heaven Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-split-atk-bmain-bheaven-aftershock.mp4
,,,,
breach,Aftershock,haven,A Site to A Long Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-haven-def-asite-along-aftershock.mp4
,,,,
breach,Aftershock,haven,A Link to A Cubby Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-haven-def-alink-acubby-aftershock.mp4
,,,,
breach,Flashpoint,haven,Mid to B Site Flashpoint,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-haven-atk-mid-bsite-flashpoint.mp4
,,,,
breach,Aftershock,haven,Middle to B Site Box Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-haven-atk-mid-bsitebox-aftershock.mp4
,,,,
breach,Flashpoint,haven,Garden to A Long Flashpoint,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-haven-atk-garden-along-flashpoint.mp4
,,,,
breach,Aftershock,haven,C Long to Plat Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-haven-atk-clong-plat-aftershock.mp4
,,,,
breach,Flashpoint,haven,C Long to C Site Flashpoint,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-haven-atk-clong-csite-flashpoint.mp4
,,,,
breach,Aftershock,haven,C Long to C Cubby Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-haven-atk-clong-ccubby-aftershock.mp4
,,,,
breach,Aftershock,haven,A Short to A Short Cubby Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-haven-atk-ashort-ashortcubby-aftershock.mp4
,,,,
breach,Aftershock,haven,A Long to A Long Cubby Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-haven-atk-along-alongcubby-aftershock.mp4
,,,,
breach,Flashpoint,bind,Pipes to A Site Flashpoint,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-def-pipes-asite-flashpoint.mp4
,,,,
breach,Aftershock,bind,Pipes to APC Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-def-pipes-apc-aftershock.mp4
,,,,
breach,Flashpoint,bind,A Cubby to A Site Flashpoint,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-def-acubby-asite-flashpoint.mp4
,,,,
breach,Flashpoint,bind,Showers to A Site Flashpoint,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-atk-showers-asite-flashpoint.mp4
,,,,
breach,Aftershock,bind,A Short to Dark Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-atk-ashort-dark-aftershock.mp4
,,,,
breach,Flashpoint,bind,A Short to A Site Flashpoint,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-atk-ashort-asite-flashpoint.mp4
,,,,
breach,Aftershock,bind,A Short to A Cubby Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-atk-ashort-acubby-aftershock.mp4
,,,,
sova,,haven,C Long To Front C Default Shockbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-atk-backdefaultc-clong-shockbolt.mp4
,,,,
sova,Recon,haven,Grass To C Link Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-atk-clink-grass-reconbolt.mp4
,,,,
sova,Recon,haven,A Long To A Short Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-atk-ashort-along-reconbolt.mp4
,,,,
sova,Recon,haven,A Tower To A Long Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-def-along-aheaven-reconbolt.mp4
,,,,
sova,Recon,haven,C Link To Mid Courtyard Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-atk-atower-along-reconbolt.mp4
,,,,
killjoy,Turret,split,A Ramp Turret For A Site,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-split-atk-aramp-aramp-turret.mp4
,,,,
killjoy,Turret,haven,C Garage To C Garage Turret,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-def-garagehall-garagehall-turret.mp4
,,,,
killjoy,Nanoswarm,haven,Middoors To C Garage Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-atk-cgaragedoor-grass-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,haven,A Garden To Front B Site Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-atk-frontbsitebox-agarden-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,haven,A Link To A Site %2F A Long Entrance Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-def-longasiteentrance-alink-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,haven,A Long To Back A Default Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-atk-backdefaulta-along-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,haven,C Long To Left Side of C Default Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-atk-leftdefaultc-clong-nanoswarm.mp4
,,,,
killjoy,Lockdown,haven,A Link Lockdown For A Site,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-def-alink-alink-lockdown.mp4
,,,,
killjoy,Nanoswarm,haven,A Link To A Site Entrance Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-def-alongasiteentrance-alink-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,haven,C Link To Left C Default Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-def-csitefrontdefault-clink-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,haven,B Site To Mid Bottom Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-def-midcourtyard-backdefault-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,haven,A Link To Graffiti Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-def-graffiti-alink-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,haven,A Long To A Tower Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-atk-aheaven-along-nanosawrm.mp4
,,,,
killjoy,Turret,haven,A Garden Turret For Attacker Side Spawn ,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-atk-agarden-agarden-turret.mp4
,,,,
killjoy,Nanoswarm,ascent,Grass To Wine Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-atkdef-wine-grass-nanoswarm.mp4
,,,,
killjoy,Turret,ascent,Mid Turret Information Gather Ascent,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-def-midtop-midbottom-turret.mp4
,,,,
killjoy,Nanoswarm,ascent,Mid Link To Pizza Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-atk-pizza-midlink-nanoswarm.mp4
,,,,
omen,,bind,Bind A Site Box Teleports,https://blitz-cdn-videos.blitz.gg/valorant/map-tips/bind/omen/omen-bind-def-asite-ports.mp4
,,,,
omen,,split,Defensive A Site to A Site Box Teleport,https://blitz-cdn-videos.blitz.gg/valorant/guides/omen-split-def-asite-asitebox-shroudedstep.mp4
,,,,
omen,,haven,Haven A Site Box Teleports,https://blitz-cdn-videos.blitz.gg/valorant/map-tips/haven/omen/omen-haven-def-asite-ports.mp4
,,,,
sova,Recon,haven,C Link To Top Mid Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-def-midstairs-clink-reconbolt.mp4
,,,,
sova,Recon,haven,C Long To C Site Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-atk-csite-clong-reconbolt.mp4
,,,,
sova,Recon,haven,A Long To A Site Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-atk-backasite-along-reconbolt.mp4
,,,,
sova,Recon,haven,Mid Courtyard To B Site Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-atk-topbsite-midcourtyard-reconbolt.mp4
,,,,
sova,Recon,haven,A Tower To A Site Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-def-asite-backatower-reconbolt.mp4
,,,,
sova,Recon,haven,C Site Default To C Site Entrance Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-def-csiteentrance-backdefaultc-reconbolt.mp4
,,,,
sova,Recon,haven,Back C Default To C Long Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-def-clong-backdefaultc-reconbolt.mp4
,,,,
sova,Recon,haven,Mid Window To B Site Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-atk-frontbsite-midwindow-reconbolt.mp4
,,,,
sova,Recon,haven,C Lobby To C Site Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-atk-leftcsite-clobby-reconbolt.mp4
,,,,
sova,Recon,haven,Back A Default to A Site Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-def-frontasite-asite-reconbolt.mp4
,,,,
sova,Recon,haven,Back B Site To B Site Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-def-haven-bsite-bback-reconbolt.mp4
,,,,
sova,Recon,haven,C Link To Mid Stairs Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-def-midcourtyard-clink-reconbolt.mp4
,,,,
sova,Recon,haven,Defender Side Spawn To A Site Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-def-backadefault-alink-reconbolt.mp4
,,,,
sova,Recon,haven,A Link To A Site Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-def-topasite-alink-reconbolt.mp4
,,,,
sova,Recon,haven,C Link To C Site Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-def-topcsite-clink-reconbolt.mp4
,,,,
sova,Recon,haven,C Site To C Long Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-def-clong-csite-reconbolt.mp4
,,,,
sova,Recon,haven,A Garden To A Site Reconbolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-haven-atk-backasite-agarden-reconbolt.mp4
,,,,
cypher,Spycam,ascent,A Rafters Post Plant Spycam,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-ascent-atk-arafters-asite-spycam.mp4
,,,,
cypher,,ascent,Mid Top Flank Watch Setup,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-ascent-atk-midtop-alobby-trapwires.mp4
,,,,
cypher,Spycam,ascent,Mid Pizza And Defenders Spawn Spycam,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-ascent-atk-midpizza-midpizza-spycam.mp4
,,,,
cypher,Spycam,ascent,B Site Post Plant Spycam,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-ascent-atk-bsite-bsite-spycam.mp4
,,,,
cypher,Trapwire,ascent,Mid Link Hidden Trapwire,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-ascent-atk-midlink-midlink-trapwire.mp4
,,,,
cypher,,ascent,Mid Bottom to Mid Link One Way,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-ascent-both-midlink-midbottom-cybercage.mp4
,,,,
cypher,Cyber Cage,ascent,A Rafters Oneway Cyber Cage,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-ascent-atk-arafters-asite-cypbercag.mp4
,,,,
cypher,Cyber Cage,ascent,A Site Cyber Cages From A Lobby,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-ascent-atk-asite-alobby-cybercage.mp4
,,,,
cypher,Cyber Cage,ascent,A Link Cyber Cage From A Main,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-ascent-atk-alink-amain-cybercage.mp4
,,,,
cypher,Cyber Cage,ascent,B Site One Way Cyber Cage Used From B Main,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-ascent-atk-bsite-blong-cybercage2.mp4
,,,,
cypher,Cyber Cage,ascent,B Site Cyber Cage Blocking Line Of Sight From Defenders Spawn,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-ascent-atk-bsite-blong-cybercage.mp4
,,,,
cypher,Cyber Cage,ascent,B Site Cyber Cage Blocking Line Of Sight From Mid Market ,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-ascent-atk-market-blong-cybercage.mp4
,,,,
cypher,Cyber Cage,haven,Garage Window Cyber Cage From Mid Doors,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-haven-atk-garage-mid-cybercage.mp4
,,,,
cypher,Cyber Cage,haven,A Window Cyber Cage From Sewers,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-haven-atk-asite-sewers-cybercage.mp4
,,,,
cypher,Cyber Cage,haven,C Connector Oneway Cyber Cage ,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-haven-def-cconnector-csite-cybercage.mp4
,,,,
killjoy,,haven,B Back To Front Right B Site,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-def-frontrightbsite-bback-nanoswarm.mp4
,,,,
killjoy,,haven,B Back To Front Left B Site,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-def-frontleftbsite-bback-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,split,B Tower To B Site Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-split-both-bdefault-bheaven-nanoswarm.mp4
,,,,
killjoy,,split,Mid Mail To Mid Sewer Entrance Nanosawrm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-split-def-midbottom-midmail-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,split,A Lobby To Inner A Site Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-split-atk-asite-amain-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,haven,A Short To B Site Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-both-bsite-asewer-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,haven,C Long To Front Side Of C Default Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-atk-frontdefaultc-clong-nanoswarm.mp4
,,,,
breach,Aftershock,split,A Main to A Rafter Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-split-atk-amain-arafter-aftershock.mp4
,,,,
breach,Aftershock,split,A Site to A Main Corner Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-split-def-asite-amaincorner-aftershock.mp4
,,,,
killjoy,Nanoswarm,haven,A Link To Front Side Of A Default Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-def-frontadefault-alink-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,haven,Front B Site Nanoswarm From B Back,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-haven-def-frontbsite-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,bind,Showers To A Site Cubby Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-bind-atk-asitecubby-showers-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,bind,Middle To B Elbow Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-bind-atk-belbow-middle-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,bind,Middle To B Site Cubby Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-bind-atk-bcubby-middle-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,bind,Middle To Back B Site Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-bind-atk-backbsite-middle-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,bind,Outside A Short To Front Truck Post Plant Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-bind-atk-frontruck-outsideashort-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,bind,Outside A Short To Lamps Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-bind-atk-lamps-outsideashort-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,bind,Outside A Short To A Cubby Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-bind-atk-acubby-outsideashort-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,bind,Outside A Short To Back Triple Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-bind-atk-backtriple-outsideashort-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,bind,Outside Showers To A Default Post Plant Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-bind-atk-adefault-outsideshowers-nanoswarm.mp4
,,,,
breach,Flash,split,Hell to A Main Flash,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-split-def-hell-amain-flashpoint.mp4
,,,,
breach,Aftershock,split,A Heaven to A Site Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-split-def-aheaven-asite-aftershock.mp4
,,,,
breach,Flash,split,A Ramp to A Heaven Flash,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-split-atk-aramp-aheaven-flashpoint.mp4
,,,,
breach,Flash,split,A Main to A Site Flash,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-split-atk-amain-asite-flashpoint.mp4
,,,,
breach,Flashpoint,bind,CT to B Site Flashpoint,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-def-ct-bsite-flashpoint.mp4
,,,,
breach,Aftershock,bind,B Hall to B Site Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-def-bhall-bsite-aftershock.mp4
,,,,
breach,Aftershock,bind,B Long to Wood Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-atk-blong-wood-aftershock.mp4
,,,,
breach,Aftershock,bind,B Long to B Cubby Aftershock,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-atk-blong-bcubby-aftershock.mp4
,,,,
breach,Flashpoint,bind,Hookah to B Site Flashpoint,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-atk-hookah-bcubby-flashpoint.mp4
,,,,
breach,Flashpoint,bind,B Long to B Site Flashpoint,https://blitz-cdn-videos.blitz.gg/valorant/guides/breach-bind-atk-blong-wood-flashpoint.mp4
,,,,
killjoy,Nanoswarm,ascent,B Lobby To B Site Default Post Plant Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-atk-bdefault-blobby-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,ascent,Back B Site Stairs From B Lobby Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-atk-backbsitestairs-blobby-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,ascent,B Main To Market Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-atk-marketdoor-bmain-nanoswarm.mp4
,,,,
killjoy,Turret,ascent,B Site Turret Crossfire For Lane,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-atkdef-lane-bsitebox-turret.mp4
,,,,
killjoy,Nanoswarm,ascent,A Lobby To Catwalk Doorway Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-atk-catwalkdoor-alobby-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,ascent,A Door Lever Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-atkdef-lever-garden-nanoswarm.mp4
,,,,
killjoy,Turret,ascent,A Heaven Turret Bait For A Main,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-def-amain-aheaven-turret.mp4
,,,,
killjoy,Nanoswarm,ascent,Front And Left Side Generator Post Plant Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-atk-frontgenerators-alobby-nanoswarm.mp4
,,,,
killjoy,Nanoswarm,ascent,Hell To Heaven Hidden Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-atk-heaven-underheaven-nanoswarn.mp4
,,,,
killjoy,Nanoswarm,ascent,Front A Default Boxes Post Plant Nanoswarm,https://blitz-cdn-videos.blitz.gg/valorant/guides/killjoy-ascent-atk-adefault-alobby-nanoswarm.mp4
,,,,
cypher,Cyber Cage,bind,A Heaven Cyber Cage From A Short,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-bind-atk-asite-ashort-cybercage (1).mp4
,,,,
cypher,Cyber Cage,split,Mid Control Cyber Cages,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-split-atk-topmid-sewers-cybercage.mp4
,,,,
sova,,ascent,B Lobby To Close B Site Wallbang Setup,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-atk-closeleftbsite-blobby-reconbolt.mp4
,,,,
sova,,ascent,Inner B Site Stairs To Outside Of B Main Wallbang Setup,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-frontbsite-innerbsitestairs-reconbolt.mp4
,,,,
sova,,ascent,B Site To B Main Wallbang Setup,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-blobby-frontbsite-reconbolt.mp4
,,,,
sova,,ascent,Mid Market To Close B Site Wallbang Setup,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-bsite-midmarket-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,A Lobby To Left Side A Site Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-atk-leftasite-alobby-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,Market To A Tree Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-atree-midmarket-reconbolt.mp4
,,,,
sova,,ascent,Inner B Site To Outer B Site Wallbang Setup,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-both-outerbsite-innerbsite-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,A Lobby To A Site%2FA Rafters Recon Bolt ,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-atk-asitearafters-alobby-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,A Rafters To Inner Market Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-midmarket-arafters-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,Mid Top To Mid Market Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-atk-midmarket-midtop-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,B Lobby To Close Outer B Main Wall Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-atk-closebsite-blobby-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,B Lobby To Inner Market Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-atk-midmarket-blobby-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,Mid Market To Mid Link Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-midlink-midmarket-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,A Lobby To A Rafters Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-atk-arafter-alobby-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,Mid Top To Left Mid Courtyard Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-atk-leftmidcourtyard-midtop-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,A Site To A Wine Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-awine-asite-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,A Tree To Back A Lobby Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-backalobby-atree-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,A Tree To Mid Link Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-midlink-atree-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,A Site To A Garden Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-agarden-asite-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,Mid Market To Mid Top Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-midtop-midmarket-reconbolt.mp4
,,,,
sova,,ascent,A Rafters To A Site Wallbang Setup,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-closerightasite-arafters-reconbolt.mp4
,,,,
sova,,ascent,Defender Side Spawn To Mid Market Wallbang Setup ,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-midmarket-defendersidespawn-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,A Rafters To A Site Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-def-asite-arafters-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,Mid Bottom To Defender Side Spawn Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-atk-defendersidespawn-midbottom-reconbolt.mp4
,,,,
sova,Recon Bolt,ascent,Mid Link To Mid Market Recon Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/sova-ascent-atk-midmarket-midlink-reconbolt.mp4
,,,,
